annee;mois;jour;heure;N2aixa;N2aixc;N2cinq;N2plom;N2raba;N2stlo;O3aixa;O3aixp;O3cinq;PCaixa;PCaixc;PCcinq;PCraba;PCstlo;Aix VV
2014;8;14;2;6;10;13;31;8;13;55;66;58;0;6;11;0;11;1.7
2014;8;14;3;5;8;10;41;7;13;60;63;60;0;5;11;0;10;2
2014;8;14;4;8;13;12;51;8;18;53;59;58;0;6;12;0;8;3
2014;8;14;5;12;25;18;69;18;33;46;50;50;0;9;12;0;15;3.6
2014;8;14;6;16;43;20;71;22;31;42;48;49;0;11;14;0;16;4.2
2014;8;14;7;15;37;20;70;20;24;46;49;49;0;12;19;0;19;3.4
2014;8;14;8;11;29;17;57;18;17;52;54;55;0;17;18;0;16;4.2
2014;8;14;9;11;39;15;70;17;12;57;56;62;6;16;19;0;17;5.5
2014;8;14;10;9;36;11;69;17;11;63;64;67;8;18;21;0;31;6.2
2014;8;14;11;9;39;9;57;15;10;69;71;73;5;15;19;14;19;5.9
2014;8;14;12;10;36;9;57;12;9;73;76;75;12;12;17;6;20;5.2
2014;8;14;13;8;32;10;68;12;10;76;78;76;14;11;18;9;14;6.3
2014;8;14;14;9;35;11;73;15;10;77;80;81;15;16;18;5;16;5.8
2014;8;14;15;10;47;14;83;26;10;78;81;84;12;14;19;9;13;6.1
2014;8;14;16;10;42;15;91;28;12;80;81;81;14;14;18;10;11;6.1
2014;8;14;17;11;45;16;68;21;15;80;81;83;19;9;15;4;12;4.8
2014;8;14;18;13;64;15;71;26;15;78;81;82;12;10;16;0;14;4.9
2014;8;14;19;19;62;19;69;21;16;70;80;76;7;11;15;3;10;4.6
2014;8;14;20;22;63;29;62;28;22;66;75;62;6;14;15;4;15;3.2
2014;8;14;21;21;53;25;58;32;16;62;71;63;10;8;18;5;12;1.2
2014;8;14;22;18;49;25;51;27;20;64;61;58;16;12;16;11;12;1.3
2014;8;14;23;21;34;26;54;25;13;57;62;57;15;10;17;10;10;0.8
2014;8;15;0;24;42;16;36;20;11;46;46;60;14;12;16;5;14;0.8
2014;8;15;1;20;27;9;29;19;11;47;39;59;12;11;13;8;16;1
2014;8;15;2;16;19;6;22;10;6;46;43;61;24;11;15;8;8;0.9
2014;8;15;3;14;19;6;23;13;6;46;50;65;20;11;13;7;8;0.5
2014;8;15;4;11;22;13;30;15;10;45;44;51;0;10;14;8;6;0.9
2014;8;15;5;13;30;13;38;12;12;46;45;55;0;7;13;7;9;0.7
2014;8;15;6;8;29;16;47;25;9;54;55;52;2;14;14;12;10;2.5
2014;8;15;7;7;16;17;34;17;13;56;56;56;17;10;14;10;9;3.7
2014;8;15;8;7;12;10;36;12;9;59;61;62;11;11;16;7;11;4
2014;8;15;9;7;22;9;41;14;7;64;66;67;11;12;19;7;13;4.2
2014;8;15;10;7;17;9;47;11;9;68;70;71;17;14;17;5;11;5.3
2014;8;15;11;7;27;7;44;9;8;73;75;78;11;13;17;3;10;5.7
2014;8;15;12;6;16;6;40;8;6;75;76;80;12;13;17;3;9;4.5
2014;8;15;13;6;22;6;43;13;7;75;76;80;11;20;11;7;11;4.7
2014;8;15;14;7;23;7;45;12;6;76;79;80;10;6;10;15;9;5.2
2014;8;15;15;6;27;8;43;13;6;82;82;81;10;6;11;5;7;5.5
2014;8;15;16;10;29;9;48;16;7;77;80;81;13;7;14;3;6;5.2
2014;8;15;17;8;30;10;53;18;9;81;82;80;9;11;9;1;7;5.9
2014;8;15;18;10;42;15;55;28;13;76;80;76;10;10;14;6;8;5.4
2014;8;15;19;13;41;14;54;22;11;68;75;75;10;9;16;3;10;4
2014;8;15;20;11;49;17;49;23;12;67;72;67;4;9;13;2;11;3
2014;8;15;21;12;30;16;46;28;9;66;70;66;13;8;12;7;9;2.4
2014;8;15;22;15;35;16;41;28;11;60;66;63;9;7;13;6;6;2.5
2014;8;15;23;15;29;17;46;37;10;57;69;61;9;10;14;0;5;2.1
2014;8;16;0;10;17;16;38;27;10;55;62;58;5;10;12;6;5;0.7
2014;8;16;1;6;10;12;24;17;9;59;59;64;9;9;14;4;8;2.5
2014;8;16;2;7;8;8;26;10;6;58;53;66;19;8;13;2;7;3.4
2014;8;16;3;5;6;7;28;8;4;62;63;67;14;10;12;0;8;4.4
2014;8;16;4;6;8;9;40;10;5;60;60;66;12;11;12;0;11;3
2014;8;16;5;8;17;14;41;13;6;57;63;62;13;12;13;1;13;1
2014;8;16;6;15;37;14;44;14;9;46;58;59;5;17;14;2;8;0.5
2014;8;16;7;11;36;13;37;15;8;51;59;60;3;11;14;0;9;1.8
2014;8;16;8;9;35;11;41;20;9;59;66;64;10;14;14;5;10;1.6
2014;8;16;9;9;25;12;50;23;8;66;69;67;9;12;15;7;12;4
2014;8;16;10;9;31;10;46;15;7;69;71;76;11;10;19;10;16;4.9
2014;8;16;11;8;40;8;45;13;5;72;74;84;15;11;20;4;17;4.3
2014;8;16;12;9;30;9;45;17;7;74;77;85;15;14;17;10;13;5
2014;8;16;13;7;31;12;46;12;7;78;80;85;14;12;13;18;14;5.9
2014;8;16;14;9;37;15;52;12;8;80;82;84;16;15;19;18;10;4.8
2014;8;16;15;8;35;13;56;18;7;82;85;89;15;11;24;11;8;4.9
2014;8;16;16;9;36;11;70;17;8;83;84;91;14;10;16;12;14;5.2
2014;8;16;17;11;43;12;60;16;9;82;86;91;11;13;17;3;9;4.3
2014;8;16;18;16;57;13;57;20;9;79;85;90;8;17;16;7;11;4.2
2014;8;16;19;21;64;15;62;21;10;73;80;85;19;13;15;9;8;3.1
2014;8;16;20;27;64;16;65;23;10;62;61;81;22;12;15;9;10;1.7
2014;8;16;21;39;52;16;60;22;9;47;49;77;16;19;16;4;9;0.9
2014;8;16;22;33;31;13;48;21;16;41;54;79;20;12;16;4;11;0
2014;8;16;23;25;16;14;40;21;19;39;45;75;17;12;14;3;9;0.8
2014;8;17;0;57;23;22;35;24;12;12;19;63;20;8;14;4;10;0
2014;8;17;1;23;15;23;47;43;9;45;25;52;12;11;14;0;6;0
2014;8;17;2;48;11;24;48;53;11;21;40;41;23;8;17;14;10;0.5
2014;8;17;3;53;14;24;36;40;15;1;48;39;0;9;18;15;17;0
2014;8;17;4;50;33;24;31;46;20;1;42;35;7;9;17;18;16;0
2014;8;17;5;40;27;17;47;43;33;8;58;45;9;12;17;18;15;0
2014;8;17;6;26;20;15;37;35;26;25;50;52;13;10;14;16;17;0
2014;8;17;7;8;12;12;41;27;27;54;61;58;9;12;16;15;22;0
2014;8;17;8;7;12;16;46;33;26;62;65;62;15;9;17;12;21;1.3
2014;8;17;9;9;29;26;66;50;43;68;65;57;14;10;19;20;20;0.8
2014;8;17;10;11;29;42;84;64;56;82;91;54;12;13;25;28;27;1.1
2014;8;17;11;9;35;20;48;54;17;93;97;90;15;13;27;24;18;1.8
2014;8;17;12;9;31;20;43;40;34;106;107;101;17;18;26;25;25;2.2
2014;8;17;13;8;23;14;44;62;14;116;119;112;17;15;26;28;16;2.7
2014;8;17;14;8;26;12;54;76;15;118;120;116;19;12;30;31;14;2.8
2014;8;17;15;8;27;14;40;67;18;110;115;100;18;12;25;20;14;2.4
2014;8;17;16;9;22;13;35;46;16;106;108;98;15;11;21;27;10;3.4
2014;8;17;17;12;31;12;42;57;15;103;106;98;18;10;21;19;12;3.3
2014;8;17;18;20;42;25;80;99;17;97;102;84;22;14;15;17;10;2.8
2014;8;17;19;32;55;24;84;107;24;79;91;80;13;15;16;10;13;2.2
2014;8;17;20;37;59;30;87;105;52;71;61;69;19;18;15;19;23;1.5
2014;8;17;21;53;47;28;80;82;77;42;53;63;17;16;16;38;20;0.6
2014;8;17;22;41;27;22;77;71;68;38;47;66;21;13;21;31;19;0
2014;8;17;23;35;24;16;65;66;61;40;47;72;17;12;18;18;13;0.8
2014;8;18;0;31;16;18;50;53;46;37;26;61;0;11;16;23;12;0
2014;8;18;1;24;17;14;46;45;39;33;12;62;16;9;15;20;12;0
2014;8;18;2;22;15;12;49;36;36;33;18;62;35;9;14;14;17;0
2014;8;18;3;17;17;13;62;35;40;39;15;57;35;11;14;20;20;0
2014;8;18;4;17;17;19;74;47;50;40;6;54;24;33;15;28;29;0.8
2014;8;18;5;27;21;31;108;57;64;30;6;46;12;12;17;28;32;0.5
2014;8;18;6;47;35;44;105;76;74;18;4;35;21;20;19;39;37;0.5
2014;8;18;7;33;29;34;117;75;89;43;16;52;15;26;23;38;51;0.6
2014;8;18;8;25;36;25;108;80;70;58;57;66;16;16;21;37;72;1.4
2014;8;18;9;21;40;24;102;62;60;81;87;79;15;9;17;0;37;1.7
2014;8;18;10;12;54;35;129;59;73;99;99;74;14;16;15;0;46;1
2014;8;18;11;12;49;28;97;40;43;102;104;89;14;18;0;0;32;1.2
2014;8;18;12;15;57;6;41;31;28;107;110;97;16;16;0;0;53;0.9
2014;8;18;13;18;41;5;44;26;20;95;105;93;25;26;0;52;34;3.2
2014;8;18;14;13;37;7;56;39;19;91;99;91;30;27;28;49;31;3.7
2014;8;18;15;13;35;6;52;42;15;90;96;89;29;23;26;52;26;4.5
2014;8;18;16;15;40;6;49;56;15;82;92;87;26;20;26;44;23;3.9
2014;8;18;17;17;47;7;62;44;18;75;85;88;25;26;27;42;29;4.4
2014;8;18;18;18;43;7;61;53;20;72;82;87;24;23;24;47;20;2.7
2014;8;18;19;18;36;7;56;49;28;68;78;85;27;18;26;42;29;2.7
2014;8;18;20;17;39;8;73;42;17;66;75;81;21;21;23;38;17;1.2
2014;8;18;21;20;38;8;67;36;20;57;50;80;18;20;24;30;21;0.8
2014;8;18;22;18;22;8;63;39;29;48;36;76;22;16;19;35;17;0.7
2014;8;18;23;22;39;8;36;33;20;37;33;74;28;21;20;36;17;0
2014;8;19;0;19;28;6;19;23;14;32;32;76;23;21;21;35;14;0
2014;8;19;1;6;8;7;23;16;6;57;59;70;10;8;21;25;8;3.7
2014;8;19;2;3;5;6;28;9;9;54;61;59;12;6;21;31;9;0.6
2014;8;19;3;4;6;7;45;28;11;43;37;52;14;4;18;30;6;0.9
2014;8;19;4;8;13;8;58;33;24;27;35;45;10;8;19;36;12;0.8
2014;8;19;5;18;24;21;62;49;36;19;25;31;0;11;24;39;21;1
2014;8;19;6;23;37;30;73;58;39;11;23;23;11;14;24;53;33;0.8
2014;8;19;7;21;32;31;0;57;36;19;25;23;17;16;27;68;27;0
2014;8;19;8;21;39;25;0;43;21;28;38;47;11;23;27;55;30;0
2014;8;19;9;29;63;18;0;51;28;37;52;68;16;29;28;41;29;0
2014;8;19;10;22;60;25;73;0;21;55;64;66;21;24;32;0;23;1.9
2014;8;19;11;10;55;16;85;0;20;78;76;96;15;17;33;0;21;2.2
2014;8;19;12;8;61;17;82;0;16;83;81;97;17;20;29;0;21;2.1
2014;8;19;13;11;60;16;76;44;15;79;81;101;17;18;29;0;17;3
2014;8;19;14;12;61;15;89;20;19;80;82;99;19;23;29;27;21;2.9
2014;8;19;15;13;58;18;94;37;16;79;83;95;20;18;29;30;16;3.3
2014;8;19;16;16;67;21;97;45;19;91;93;92;17;21;26;31;18;3.7
2014;8;19;17;20;76;26;89;37;18;85;89;85;21;20;25;28;16;3.8
2014;8;19;18;29;81;26;77;29;30;75;77;85;20;21;25;24;22;2.1
2014;8;19;19;50;85;18;80;23;40;44;46;89;20;23;24;24;35;1.3
2014;8;19;20;46;76;26;89;43;52;33;32;76;19;22;26;24;31;1.1
2014;8;19;21;31;63;23;76;46;58;38;40;76;26;21;26;34;26;1.1
2014;8;19;22;28;23;19;60;54;70;31;41;71;25;14;24;36;27;0.6
2014;8;19;23;21;21;31;64;47;59;30;35;41;23;19;22;36;23;0
2014;8;20;0;15;12;26;55;36;52;31;30;46;19;12;28;29;21;0.7
2014;8;20;1;16;11;20;48;25;41;25;17;35;21;17;23;29;19;0
2014;8;20;2;13;9;16;35;27;28;24;15;34;19;17;27;30;14;0
2014;8;20;3;22;12;14;52;47;26;10;2;35;17;13;28;32;24;0.5
2014;8;20;4;27;18;27;54;51;28;0;2;22;21;18;25;35;28;0.7
2014;8;20;5;25;21;39;64;50;31;1;1;14;14;23;34;48;25;0
2014;8;20;6;32;36;46;80;48;37;1;3;16;29;21;40;65;26;0
2014;8;20;7;35;34;34;96;41;33;4;13;33;25;25;32;44;22;0
2014;8;20;8;0;54;36;95;49;30;0;37;34;29;31;30;32;22;0.7
2014;8;20;9;0;48;38;91;46;25;0;48;39;28;22;32;37;19;1.4
2014;8;20;10;15;47;28;90;31;30;52;61;58;0;21;26;36;25;1.9
2014;8;20;11;16;45;24;100;28;19;64;75;69;0;17;26;37;17;3.7
2014;8;20;12;11;44;18;83;34;25;75;80;84;0;0;25;32;27;2.8
2014;8;20;13;12;0;20;74;47;24;84;88;90;0;0;29;34;27;2.6
2014;8;20;14;17;0;0;64;43;21;92;93;0;0;0;0;40;26;3.7
2014;8;20;15;21;0;0;64;47;21;97;103;0;0;25;0;33;20;3.9
2014;8;20;16;19;55;0;72;55;18;94;98;0;0;21;0;30;17;3.5
2014;8;20;17;27;67;0;71;32;22;81;86;0;0;21;24;30;22;4.1
2014;8;20;18;31;74;0;105;22;22;72;79;0;0;25;27;27;19;3.6
2014;8;20;19;34;75;0;78;28;42;58;60;0;0;21;24;29;22;2.1
2014;8;20;20;59;86;0;67;43;66;28;44;0;0;21;30;31;37;0
2014;8;20;21;28;56;0;70;32;13;45;39;0;0;18;28;33;9;0
2014;8;20;22;33;54;0;67;29;14;36;30;0;0;16;21;27;9;0
2014;8;20;23;25;46;0;50;23;23;41;28;0;0;17;16;22;13;0
2014;8;21;0;21;37;0;34;16;15;46;35;0;0;13;17;21;14;0.6
2014;8;21;1;12;27;0;36;16;15;47;27;0;0;14;16;21;12;0
2014;8;21;2;14;24;0;41;19;13;39;21;0;0;13;17;22;16;0.5
2014;8;21;3;23;36;0;42;19;14;27;17;0;0;13;17;24;9;0
2014;8;21;4;12;37;0;72;29;19;39;16;0;0;13;16;22;16;0.8
2014;8;21;5;34;49;0;77;33;25;18;17;0;0;116;17;22;14;0.5
2014;8;21;6;42;54;0;94;47;31;15;21;0;0;24;18;24;0;0
2014;8;21;7;30;59;0;95;51;0;30;32;0;0;19;58;43;19;0
2014;8;21;8;26;54;0;111;38;21;37;40;0;0;22;38;42;16;0.9
2014;8;21;9;18;54;0;87;24;20;48;51;0;0;25;27;37;19;0.9
2014;8;21;10;15;50;0;89;23;19;61;66;0;0;20;25;28;21;2.6
2014;8;21;11;12;55;0;78;21;19;74;75;0;0;15;24;25;21;3.7
2014;8;21;12;10;41;0;76;18;15;82;83;0;0;15;20;23;17;3.9
2014;8;21;13;11;49;0;71;44;18;85;85;0;0;12;20;34;16;3.9
2014;8;21;14;12;52;0;80;33;18;85;87;0;0;13;0;36;21;4.2
2014;8;21;15;13;50;0;59;36;19;91;94;0;0;17;30;33;19;4
2014;8;21;16;13;64;0;67;55;17;93;97;0;0;16;33;31;25;3.5
2014;8;21;17;19;66;0;75;59;15;90;93;0;0;17;31;28;24;4
2014;8;21;18;25;68;0;71;34;26;82;85;0;0;23;28;23;20;3.5
2014;8;21;19;34;67;0;60;24;40;68;66;0;0;21;23;28;28;3
2014;8;21;20;38;64;0;73;22;41;57;58;0;0;26;22;22;22;2
2014;8;21;21;35;54;0;70;45;38;57;54;0;0;20;25;23;20;0.8
2014;8;21;22;29;73;0;68;76;29;60;53;0;0;25;30;32;14;0
2014;8;21;23;40;33;0;78;74;34;34;50;0;0;14;29;44;16;0
2014;8;22;0;18;23;0;82;66;31;44;52;0;0;12;27;41;20;0
2014;8;22;1;17;11;0;65;53;43;41;50;0;0;15;28;41;13;0
2014;8;22;2;10;8;0;61;62;37;49;45;0;0;8;30;36;14;0
2014;8;22;3;9;7;0;68;54;41;52;19;0;0;11;21;31;19;0
2014;8;22;4;10;13;0;74;57;48;48;19;0;0;43;19;34;33;0
2014;8;22;5;20;23;0;81;65;50;39;2;0;0;14;24;38;31;0
2014;8;22;6;48;40;0;90;73;55;17;12;0;0;14;25;44;27;0.6
2014;8;22;7;27;37;0;93;70;77;40;46;0;0;15;30;49;61;1
2014;8;22;8;27;39;0;91;70;63;44;75;0;0;18;34;69;55;1.3
2014;8;22;9;30;55;0;110;77;74;53;55;0;0;17;31;67;43;0.8
2014;8;22;10;25;50;0;103;58;50;70;74;0;0;15;39;47;32;0.7
2014;8;22;11;17;54;0;110;66;61;82;85;0;0;13;32;46;33;1.5
2014;8;22;12;14;48;0;104;54;48;96;85;0;0;17;41;46;60;2.1
2014;8;22;13;17;66;0;115;66;60;97;93;0;0;22;51;43;39;3.2
2014;8;22;14;20;63;35;114;73;36;91;96;89;0;20;39;51;30;2.2
2014;8;22;15;27;70;47;114;61;67;85;89;73;0;20;32;51;56;3.4
2014;8;22;16;27;86;34;114;66;51;84;91;80;0;24;34;40;28;2.1
2014;8;22;17;37;77;34;112;69;38;70;81;85;0;25;28;34;22;2.7
2014;8;22;18;38;80;46;130;37;51;68;76;75;21;21;30;29;21;2.6
2014;8;22;19;35;65;35;112;29;37;64;78;73;24;24;26;21;17;2.9
2014;8;22;20;32;50;46;93;55;31;59;75;54;18;17;25;27;24;1.5
2014;8;22;21;27;58;52;84;56;27;59;70;48;21;18;29;35;18;0.8
2014;8;22;22;26;58;40;61;49;26;54;71;53;17;14;32;35;12;1
2014;8;22;23;19;45;27;50;54;17;61;61;65;16;20;27;34;15;0.7
2014;8;23;0;32;36;30;46;37;23;43;53;53;17;16;31;38;23;1.2
2014;8;23;1;20;29;16;33;26;16;52;48;63;19;21;33;26;13;1
2014;8;23;2;20;25;12;26;16;12;48;42;58;21;13;24;24;16;0
2014;8;23;3;15;32;8;30;22;21;48;37;58;21;16;23;24;17;0.6
2014;8;23;4;14;40;16;39;27;20;38;25;49;21;15;24;27;20;0
2014;8;23;5;19;48;26;58;25;30;33;19;41;22;22;24;23;39;0.7
2014;8;23;6;22;58;36;67;38;26;30;28;31;18;32;28;26;25;0
2014;8;23;7;18;39;29;69;41;21;31;33;40;17;22;30;31;26;1
2014;8;23;8;14;39;29;64;28;19;39;39;41;20;14;27;30;19;1.4
2014;8;23;9;13;45;27;83;24;17;55;57;55;18;19;25;23;15;1.8
2014;8;23;10;10;43;28;81;18;14;66;68;69;8;16;22;20;17;3.3
2014;8;23;11;11;44;20;67;15;12;75;78;82;10;14;22;9;16;4.5
2014;8;23;12;9;35;17;57;14;11;79;81;87;12;12;21;21;9;5.9
2014;8;23;13;8;31;12;57;13;9;84;85;93;12;12;23;21;13;6.1
2014;8;23;14;8;37;14;57;12;9;87;87;93;14;9;20;20;10;5.9
2014;8;23;15;8;38;19;68;27;11;89;89;89;16;14;0;25;14;5.8
2014;8;23;16;8;43;17;59;25;10;89;90;93;16;18;0;30;13;6.8
2014;8;23;17;10;36;13;60;14;9;79;85;93;11;11;17;21;10;6.3
2014;8;23;18;13;49;13;59;16;10;73;79;83;8;10;17;15;15;6.8
2014;8;23;19;14;45;19;58;20;14;70;78;74;9;11;15;18;9;4.3
2014;8;23;20;13;43;19;48;20;14;68;78;73;8;8;14;22;8;3
2014;8;23;21;10;35;15;37;17;9;68;76;73;7;8;13;13;7;2
2014;8;23;22;9;32;16;39;19;9;66;73;70;8;7;11;10;5;3
2014;8;23;23;9;28;13;29;21;9;67;71;71;11;6;10;11;5;3.2
2014;8;24;0;7;15;11;26;20;7;67;69;74;12;9;12;16;15;3.3
2014;8;24;1;8;11;11;30;19;7;62;67;70;10;7;14;13;8;2.6
2014;8;24;2;5;10;10;18;14;7;61;64;67;6;6;12;13;5;2.2
2014;8;24;3;6;11;9;14;9;6;60;60;66;7;7;11;11;10;3.3
2014;8;24;4;4;10;9;16;14;10;65;64;61;9;5;12;10;9;3
2014;8;24;5;7;8;13;21;13;10;56;59;58;8;12;12;13;7;1.8
2014;8;24;6;7;12;14;30;32;6;52;50;57;15;7;11;13;8;2.3
2014;8;24;7;8;16;13;29;36;7;48;49;58;11;4;12;17;6;2.7
2014;8;24;8;7;18;13;31;16;8;53;55;59;8;10;14;17;7;3.4
2014;8;24;9;6;18;13;39;15;8;58;59;61;7;9;12;17;7;4.1
2014;8;24;10;8;22;13;50;11;8;62;66;69;6;6;15;17;9;3.7
2014;8;24;11;7;19;13;40;11;9;68;69;78;4;11;21;14;15;4.2
2014;8;24;12;6;20;10;38;10;8;73;74;85;8;8;17;13;11;4.9
2014;8;24;13;4;21;13;44;10;7;76;76;89;13;7;23;16;10;5
2014;8;24;14;4;20;8;43;11;7;79;78;94;14;14;29;15;10;5.1
2014;8;24;15;6;28;8;45;13;8;86;85;97;11;13;23;18;11;4
2014;8;24;16;7;24;17;56;14;9;93;91;78;10;13;0;19;10;4.9
2014;8;24;17;12;29;24;54;16;12;87;88;66;16;12;0;21;10;5.8
2014;8;24;18;20;50;46;66;19;24;73;83;47;11;15;35;20;14;3.3
2014;8;24;19;31;68;24;74;22;21;61;73;61;13;11;32;19;13;1.3
2014;8;24;20;32;59;33;62;35;21;58;61;51;16;13;28;26;14;1.3
2014;8;24;21;34;59;36;71;37;21;49;53;46;12;14;30;26;14;0.9
2014;8;24;22;40;64;26;81;23;18;39;49;61;14;13;22;21;13;0
2014;8;24;23;42;34;20;62;42;33;21;52;70;18;14;19;24;10;0
2014;8;25;0;27;17;13;37;32;35;29;48;75;16;10;16;22;11;0.5
2014;8;25;1;23;12;24;36;33;40;28;42;59;13;8;14;20;15;0
2014;8;25;2;14;11;25;42;29;17;35;38;48;14;8;16;21;10;0.7
2014;8;25;3;11;10;21;65;42;15;47;39;54;9;8;16;22;17;0
2014;8;25;4;14;12;34;67;56;24;41;14;30;16;11;17;23;8;0
2014;8;25;5;23;19;57;100;68;36;31;4;14;12;7;18;24;19;0.6
2014;8;25;6;45;42;56;113;79;71;17;10;34;14;18;20;40;60;0.5
2014;8;25;7;41;43;86;135;90;79;29;20;16;19;20;30;60;43;0
2014;8;25;8;20;39;78;188;86;84;55;40;22;14;14;37;58;51;1.8
2014;8;25;9;29;53;81;124;86;66;53;68;26;14;18;35;51;48;1.5
2014;8;25;10;32;66;51;110;62;61;57;76;51;19;16;41;49;27;0.6
2014;8;25;11;19;57;34;96;62;38;74;79;74;21;11;29;40;27;1
2014;8;25;12;16;47;32;101;62;54;88;88;92;15;14;31;42;29;2.3
2014;8;25;13;15;51;46;101;73;55;104;101;106;17;13;40;53;68;1.3
2014;8;25;14;18;72;34;94;54;44;102;107;82;15;14;50;69;33;0
2014;8;25;15;22;83;19;93;52;32;111;117;89;21;19;29;28;19;0
2014;8;25;16;21;74;19;104;71;29;108;121;84;20;20;25;23;12;0
2014;8;25;17;36;58;24;105;72;37;81;96;75;20;15;20;22;13;0
2014;8;25;18;37;80;38;94;62;34;66;81;62;23;13;17;20;14;0
2014;8;25;19;48;92;46;98;73;73;43;51;52;15;14;19;33;14;0
2014;8;25;20;60;91;39;123;57;92;22;47;56;18;16;21;35;39;0
2014;8;25;21;38;49;56;86;69;79;32;46;28;19;12;20;32;25;0
2014;8;25;22;31;34;29;70;62;27;36;39;57;18;13;25;35;16;0
2014;8;25;23;21;32;32;60;58;19;49;41;51;18;13;25;31;16;0
2014;8;26;0;17;19;15;52;49;12;50;22;69;21;13;29;30;20;0
2014;8;26;1;10;13;13;41;37;8;63;26;69;22;15;27;27;17;0
2014;8;26;2;10;16;10;48;28;8;59;38;69;22;11;24;28;14;0
2014;8;26;3;15;16;10;93;31;11;49;39;69;26;14;25;30;16;0
2014;8;26;4;16;18;10;86;43;17;44;72;68;22;17;24;38;16;0
2014;8;26;5;23;28;21;85;34;30;43;47;57;23;18;24;45;27;0
2014;8;26;6;28;42;25;76;41;33;44;22;55;24;22;31;52;24;0
2014;8;26;7;35;54;18;77;62;28;45;72;64;23;24;30;54;33;0
2014;8;26;8;26;52;27;69;47;31;53;74;58;29;26;35;63;31;0
2014;8;26;9;26;40;16;63;53;21;57;73;69;28;29;39;60;31;0
2014;8;26;10;28;60;13;64;36;18;54;70;72;29;28;0;59;29;0
2014;8;26;11;19;46;9;55;41;15;66;74;79;33;28;0;64;28;0
2014;8;26;12;15;45;7;58;30;16;66;68;82;30;31;0;57;31;0
2014;8;26;13;14;57;11;57;39;24;68;66;81;29;29;0;55;31;0
2014;8;26;14;14;50;12;83;29;43;75;78;83;30;36;35;45;34;0
2014;8;26;15;18;78;16;100;54;51;81;86;81;35;29;32;39;23;0
2014;8;26;16;20;86;17;90;76;23;84;88;81;37;40;28;37;17;0
2014;8;26;17;32;98;29;94;75;38;79;90;67;36;37;30;38;19;0
2014;8;26;18;36;86;24;92;62;28;77;91;68;38;40;36;46;32;0
2014;8;26;19;39;76;35;98;58;42;58;73;53;37;34;39;54;26;2.1
2014;8;26;20;43;75;55;86;57;43;34;56;33;44;46;42;46;30;0.8
2014;8;26;21;48;67;58;81;58;39;22;44;25;44;44;43;49;35;0
2014;8;26;22;41;72;69;72;59;48;19;27;16;48;39;47;52;35;0.7
2014;8;26;23;31;58;51;70;43;50;23;22;29;42;42;48;51;40;0
2014;8;27;0;20;26;31;43;23;28;26;34;40;32;18;42;42;24;0
2014;8;27;1;9;14;10;27;12;11;26;29;45;15;5;29;29;5;1.9
2014;8;27;2;15;15;9;31;12;10;20;17;43;6;9;19;14;6;0
2014;8;27;3;13;20;13;29;15;9;17;23;40;13;8;16;15;7;0.7
2014;8;27;4;22;32;20;47;35;18;12;26;29;13;6;17;25;7;0.8
2014;8;27;5;32;41;27;55;41;23;2;13;18;15;16;20;25;6;0
2014;8;27;6;32;45;34;83;35;31;2;9;13;20;21;22;35;15;0.6
2014;8;27;7;23;46;34;87;34;27;14;21;15;22;20;26;36;16;1.2
2014;8;27;8;17;41;33;91;34;27;25;31;23;17;10;27;50;24;1.3
2014;8;27;9;13;42;33;86;26;27;37;45;33;13;18;28;42;23;2.2
2014;8;27;10;12;37;24;97;26;19;48;55;48;14;16;25;33;17;3.5
2014;8;27;11;10;35;18;82;25;14;57;61;59;13;12;24;19;12;4.4
2014;8;27;12;9;33;16;65;20;13;67;69;71;15;11;17;20;11;5.1
2014;8;27;13;10;40;12;79;18;13;78;79;83;14;21;21;32;16;5.9
2014;8;27;14;11;53;18;83;33;16;82;85;76;13;16;20;34;16;4.8
2014;8;27;15;12;44;28;82;57;16;82;88;68;14;13;20;30;16;4.9
2014;8;27;16;15;53;21;73;62;22;81;83;67;20;14;18;34;18;4.5
2014;8;27;17;17;62;28;75;48;37;77;80;57;16;12;18;18;18;4.2
2014;8;27;18;21;69;31;82;31;52;70;77;50;12;12;19;27;24;4.1
2014;8;27;19;38;91;57;89;37;62;50;62;25;10;16;25;26;39;2.9
2014;8;27;20;13;41;67;89;60;49;71;63;13;13;17;29;36;41;0.6
2014;8;27;21;12;41;64;84;68;42;68;64;21;11;12;34;44;22;1.9
2014;8;27;22;51;64;38;67;38;38;24;63;45;0;10;28;37;16;0.5
2014;8;27;23;34;47;18;32;35;42;39;66;62;15;15;20;24;22;0.5
2014;8;28;0;8;19;11;25;36;26;65;73;71;11;10;17;25;11;0.7
2014;8;28;1;10;20;8;26;17;10;61;74;75;10;8;17;18;13;0.6
2014;8;28;2;13;16;11;36;10;11;49;57;69;13;7;16;13;17;0.9
2014;8;28;3;13;17;13;70;17;11;43;49;62;15;11;17;18;11;0
2014;8;28;4;15;29;21;62;34;19;35;42;47;16;10;18;24;17;0
2014;8;28;5;20;13;27;80;31;27;26;27;42;12;10;19;23;19;0
2014;8;28;6;33;48;39;114;39;36;18;35;32;20;21;18;22;22;0
2014;8;28;7;31;47;45;105;51;34;27;40;28;27;27;23;25;21;0
2014;8;28;8;30;48;45;92;52;37;35;55;32;22;18;29;35;21;1.1
2014;8;28;9;28;58;48;92;54;40;47;50;34;0;12;36;44;29;0
