annee;mois;jour;heure;val_PM10;VV10.x;VV10.y
2015;2;13;0;30;5.8;2.51
2015;2;13;1;25;5.06;2.41
2015;2;13;2;25;5.84;2.62
2015;2;13;3;31;5.53;2.52
2015;2;13;4;27;5.42;3.04
2015;2;13;5;22;4.46;2.9
2015;2;13;6;19;5.57;2.56
2015;2;13;7;22;5.72;1.14
2015;2;13;8;26;4.71;1.95
2015;2;13;9;29;4.99;1.79
2015;2;13;10;38;5.25;2.69
2015;2;13;11;32;6.56;4.22
2015;2;13;12;21;6.41;5.58
2015;2;13;13;18;6.5;6.04
2015;2;13;14;14;6.33;5.79
2015;2;13;15;14;6.42;4.97
2015;2;13;16;10;6.67;4.94
2015;2;13;17;13;6.76;5.18
2015;2;13;18;13;5.89;5.26
2015;2;13;19;14;5.14;4.53
2015;2;13;20;17;4.9;4.07
2015;2;13;21;14;5.74;3.53
2015;2;13;22;13;5.42;3.92
2015;2;13;23;14;4.27;2.17
2015;2;14;0;20;5.91;4.35
2015;2;14;1;18;3.11;2.72
2015;2;14;2;16;2.42;2.65
2015;2;14;3;17;1.95;3.58
2015;2;14;4;17;1.71;2.91
2015;2;14;5;15;4.59;2.39
2015;2;14;6;20;1.38;1.53
2015;2;14;7;20;2.21;1.78
2015;2;14;8;17;2.38;1.5
2015;2;14;9;19;1.98;1.64
2015;2;14;10;19;1.14;3.54
2015;2;14;11;17;4.13;3.66
2015;2;14;12;13;4.77;1.07
2015;2;14;13;11;5.07;1.81
2015;2;14;14;12;2.33;3.7
2015;2;14;15;2;1.2;3.71
2015;2;14;16;7;0.8;4.06
2015;2;14;17;12;1.17;3.67
2015;2;14;18;19;1.42;2.48
2015;2;14;19;24;1.81;2.07
2015;2;14;20;26;1.57;0.9
2015;2;14;21;27;0.84;1.46
2015;2;14;22;28;1.18;2
2015;2;14;23;32;2.14;2.78
2015;2;15;0;35;2.68;0.4
2015;2;15;1;0;0;0
2015;2;15;2;0;0;0
2015;2;15;3;0;0;0
2015;2;15;4;0;0;0
2015;2;15;5;0;0;0
2015;2;15;6;0;0;0
2015;2;15;7;0;0;0
2015;2;15;8;0;0;0
2015;2;15;9;0;0;0
2015;2;15;10;0;0;0
2015;2;15;11;0;0;0
2015;2;15;12;0;0;0
2015;2;15;13;0;0;0
2015;2;15;14;0;0;0
2015;2;15;15;0;0;0
2015;2;15;16;0;0;0
2015;2;15;17;0;0;0
2015;2;15;18;0;0;0
2015;2;15;19;0;0;0
2015;2;15;20;0;0;0
2015;2;15;21;0;0;0
2015;2;15;22;0;0;0
2015;2;15;23;0;0;0
2015;2;16;0;0;0;0
2015;2;16;1;0;0;0
2015;2;16;2;0;0;0
2015;2;16;3;0;0;0
2015;2;16;4;0;0;0
2015;2;16;5;0;0;0
2015;2;16;6;5;6.09;2.07
2015;2;16;7;4;5.8;1.77
2015;2;16;8;10;5.72;1.61
2015;2;16;9;15;4.83;2.48
2015;2;16;10;20;4.92;3.51
2015;2;16;11;18;3.84;3.64
2015;2;16;12;17;2.96;3.74
2015;2;16;13;12;2.79;3.18
2015;2;16;14;18;2.37;3.17
2015;2;16;15;18;2.12;3.49
2015;2;16;16;21;1.55;3.47
2015;2;16;17;24;1.41;2.42
2015;2;16;18;28;0.64;2.19
2015;2;16;19;29;2.68;2.17
2015;2;16;20;33;3.59;1.84
2015;2;16;21;55;4.2;2.9
2015;2;16;22;54;4.27;3.42
2015;2;16;23;45;3.91;2.38
2015;2;17;0;24;1.35;0.32
2015;2;17;1;15;3.54;1.61
2015;2;17;2;17;4.8;2.04
2015;2;17;3;11;5.75;2.03
2015;2;17;4;9;4.94;0.97
2015;2;17;5;6;5.72;1.38
2015;2;17;6;7;4.46;1.07
2015;2;17;7;13;4.05;0.96
2015;2;17;8;17;2.85;1.36
2015;2;17;9;24;3.25;1
2015;2;17;10;30;3.68;2.82
2015;2;17;11;25;3.49;2.56
2015;2;17;12;27;3.66;2.87
2015;2;17;13;36;3.72;2.88
2015;2;17;14;36;3.88;2.94
2015;2;17;15;30;3.33;4.26
2015;2;17;16;26;1.88;4.45
2015;2;17;17;25;0.88;3.65
2015;2;17;18;28;2.18;3.02
2015;2;17;19;29;2.97;3.04
2015;2;17;20;30;2.01;1.98
2015;2;17;21;35;1.25;1.43
2015;2;17;22;53;1.89;1.94
2015;2;17;23;48;2.39;1.85
2015;2;18;0;43;2.5;0.88
2015;2;18;1;42;2.11;1.8
2015;2;18;2;40;2.19;1.41
2015;2;18;3;38;2.53;1.44
2015;2;18;4;29;1.84;1.38
2015;2;18;5;21;0.92;1.02
2015;2;18;6;20;2.55;1.19
2015;2;18;7;23;4.09;1.23
2015;2;18;8;42;3.77;1.21
2015;2;18;9;60;3.83;1.8
2015;2;18;10;62;3.23;2.33
2015;2;18;11;49;0.79;2.9
2015;2;18;12;32;3.81;3.72
2015;2;18;13;20;3.83;4.46
2015;2;18;14;20;4.58;3.99
2015;2;18;15;24;3.94;3.9
2015;2;18;16;23;3.85;3.42
2015;2;18;17;23;3.15;2.95
2015;2;18;18;23;2.25;2.13
2015;2;18;19;30;1.1;1.03
2015;2;18;20;45;2.4;0.3
2015;2;18;21;63;1.92;0.49
2015;2;18;22;52;2.22;0.47
2015;2;18;23;43;2.03;1.24
2015;2;19;0;39;3.09;1.21
2015;2;19;1;39;2.55;1.36
2015;2;19;2;37;2.97;1.69
2015;2;19;3;35;3.17;2
2015;2;19;4;30;3.11;2.02
2015;2;19;5;29;2.84;1.32
2015;2;19;6;31;2.75;1.94
2015;2;19;7;36;2.97;2.28
2015;2;19;8;41;2.93;2.54
2015;2;19;9;52;1.87;1.37
2015;2;19;10;60;1.6;1.62
2015;2;19;11;58;0.46;2.22
2015;2;19;12;49;2.7;2.39
2015;2;19;13;35;3.56;2.45
2015;2;19;14;37;3.17;2.59
2015;2;19;15;38;2.45;2.77
2015;2;19;16;39;1.84;3.25
2015;2;19;17;39;1.85;3.05
2015;2;19;18;38;1.96;1.37
2015;2;19;19;42;2.45;1.1
2015;2;19;20;55;2.33;0.78
2015;2;19;21;79;2.52;0.62
2015;2;19;22;73;2.83;1.45
2015;2;19;23;52;2.8;2.35
2015;2;20;0;50;1.91;2.53
2015;2;20;1;50;3.02;2.62
2015;2;20;2;41;2.73;2.65
2015;2;20;3;34;2.45;2.81
2015;2;20;4;31;2.16;3.02
2015;2;20;5;30;3.32;3.2
2015;2;20;6;28;3.53;3.39
2015;2;20;7;28;3.34;3.35
2015;2;20;8;32;2.67;2.73
2015;2;20;9;0;0;0
2015;2;20;10;0;0;0
2015;2;20;11;0;0;0
2015;2;20;12;0;0;0
2015;2;20;13;0;0;0
2015;2;20;14;0;0;0
2015;2;20;15;0;0;0
2015;2;20;16;0;0;0
2015;2;20;17;0;0;0
2015;2;20;18;0;0;0
2015;2;20;19;0;0;0
2015;2;20;20;0;0;0
2015;2;20;21;0;0;0
2015;2;20;22;27;7.62;6.28
2015;2;20;23;24;6.62;6.96
2015;2;21;0;15;6.25;6.42
2015;2;21;1;14;7.03;6.23
2015;2;21;2;14;7.88;6.35
2015;2;21;3;12;7.63;6.79
2015;2;21;4;15;7.76;6.93
2015;2;21;5;10;7.19;6.24
2015;2;21;6;9;6.35;5.59
2015;2;21;7;9;5.29;4.25
2015;2;21;8;12;3.89;2.92
2015;2;21;9;19;3.65;1.95
2015;2;21;10;21;7.56;5.41
2015;2;21;11;22;6.21;4.6
2015;2;21;12;23;4.85;6.48
2015;2;21;13;22;5.71;2.46
2015;2;21;14;19;5.92;2.44
2015;2;21;15;21;5.8;2.33
2015;2;21;16;15;5.46;2.05
2015;2;21;17;19;5.66;2.84
2015;2;21;18;19;5.85;5.46
2015;2;21;19;20;7.21;6.29
2015;2;21;20;19;7.64;7.82
2015;2;21;21;14;8.95;9.13
2015;2;21;22;15;9.93;10.46
2015;2;21;23;8;10.66;11.57
2015;2;22;0;24;3.98;1.31
2015;2;22;1;29;2.95;1.58
2015;2;22;2;25;2.63;1.46
2015;2;22;3;17;3.2;2.04
2015;2;22;4;0;0;0
2015;2;22;5;0;0;0
2015;2;22;6;0;0;0
2015;2;22;7;0;0;0
2015;2;22;8;0;0;0
2015;2;22;9;0;0;0
2015;2;22;10;0;0;0
2015;2;22;11;0;0;0
2015;2;22;12;0;0;0
2015;2;22;13;0;0;0
2015;2;22;14;0;0;0
2015;2;22;15;0;0;0
2015;2;22;16;0;0;0
2015;2;22;17;0;0;0
2015;2;22;18;0;0;0
2015;2;22;19;0;0;0
2015;2;22;20;0;0;0
2015;2;22;21;0;0;0
2015;2;22;22;0;0;0
2015;2;22;23;0;0;0
2015;2;23;0;0;0;0
2015;2;23;1;0;0;0
2015;2;23;2;0;0;0
2015;2;23;3;0;0;0
2015;2;23;4;0;0;0
2015;2;23;5;0;0;0
2015;2;23;6;10;4.85;2.34
2015;2;23;7;15;4.72;2.29
2015;2;23;8;18;4.34;0.58
2015;2;23;9;21;4.46;1.32
2015;2;23;10;23;5.37;0.66
2015;2;23;11;24;5.55;1.95
2015;2;23;12;21;6.22;1.73
2015;2;23;13;14;7.13;1.52
2015;2;23;14;18;6.84;2.01
2015;2;23;15;18;7.06;2.05
2015;2;23;16;25;5.78;1.71
2015;2;23;17;27;3.3;0.99
2015;2;23;18;27;3.7;8
2015;2;23;19;43;7.67;5.61
2015;2;23;20;46;8.99;6.93
2015;2;23;21;38;8.65;4.3
2015;2;23;22;25;7.44;5.11
2015;2;23;23;27;8.38;6.45
2015;2;24;0;19;8.52;6.69
2015;2;24;1;17;8.52;7.16
2015;2;24;2;19;8.41;5.53
2015;2;24;3;12;8.52;6.39
2015;2;24;4;9;7.64;6.28
2015;2;24;5;8;10.28;8.65
2015;2;24;6;6;9.62;8.78
2015;2;24;7;11;9.21;7.88
2015;2;24;8;11;9.73;7.78
2015;2;24;9;19;10.45;7.64
2015;2;24;10;18;11.21;10.04
2015;2;24;11;23;11.27;10.73
2015;2;24;12;18;12.5;11.66
2015;2;24;13;24;12.56;11.48
2015;2;24;14;0;0;0
2015;2;24;15;0;0;0
2015;2;24;16;0;0;0
2015;2;24;17;0;0;0
2015;2;24;18;0;0;0
2015;2;24;19;0;0;0
2015;2;24;20;9;12.13;9.4
2015;2;24;21;11;12.59;10.56
2015;2;24;22;8;12.53;9.04
2015;2;24;23;7;12.53;9.26
2015;2;25;0;13;10.03;7.05
2015;2;25;1;12;11.79;9.72
2015;2;25;2;6;11.69;9.59
2015;2;25;3;6;12.19;10.27
2015;2;25;4;7;11.69;10.38
2015;2;25;5;6;11.35;11.3
2015;2;25;6;7;11.63;11.21
2015;2;25;7;8;11.99;11.39
2015;2;25;8;10;10.86;12.3
2015;2;25;9;0;0;0
2015;2;25;10;0;0;0
2015;2;25;11;0;0;0
2015;2;25;12;0;0;0
2015;2;25;13;0;0;0
2015;2;25;14;0;0;0
2015;2;25;15;24;8.85;10.72
2015;2;25;16;22;8.8;10.04
2015;2;25;17;29;8.4;8.79
2015;2;25;18;21;8.08;7.41
2015;2;25;19;18;7.44;6.09
2015;2;25;20;16;6.89;4.95
2015;2;25;21;12;6.86;4.8
2015;2;25;22;12;7.17;4.67
2015;2;25;23;14;5.88;4.06
2015;2;26;0;13;8.35;5.42
2015;2;26;1;13;5.98;1.98
2015;2;26;2;14;5.59;1.8
2015;2;26;3;37;4.98;1.49
2015;2;26;4;28;4.54;1.68
2015;2;26;5;18;2.48;1.79
2015;2;26;6;17;2.22;2.6
2015;2;26;7;26;2.41;2.38
2015;2;26;8;46;2.62;1.95
2015;2;26;9;46;1.38;1.85
2015;2;26;10;42;0.52;2.5
2015;2;26;11;14;1.73;2.5
2015;2;26;12;28;2.29;2.62
2015;2;26;13;27;2.95;2.45
2015;2;26;14;24;3.46;2.12
2015;2;26;15;0;0;0
2015;2;26;16;0;0;0
2015;2;26;17;0;0;0
2015;2;26;18;0;0;0
2015;2;26;19;0;0;0
2015;2;26;20;0;0;0
2015;2;26;21;0;0;0
2015;2;26;22;0;0;0
2015;2;26;23;0;0;0
2015;2;27;0;0;0;0
2015;2;27;1;0;0;0
2015;2;27;2;14;0.59;2.46
2015;2;27;3;14;0.83;2.47
2015;2;27;4;13;2.04;3.23
2015;2;27;5;13;3.23;2.12
2015;2;27;6;14;3.71;2.22
2015;2;27;7;17;3.69;2.4
2015;2;27;8;18;2.58;2.75
2015;2;27;9;20;2.17;4.19
2015;2;27;10;18;4.51;5.8
2015;2;27;11;16;5.94;9.17
2015;2;27;12;10;8.06;10.56
2015;2;27;13;13;8.43;11.51
2015;2;27;14;17;9.38;12.37
2015;2;27;15;11;9.92;12.72
2015;2;27;16;8;10.01;12.47
2015;2;27;17;10;10.01;11.31
2015;2;27;18;10;9.57;10.14
2015;2;27;19;15;8.64;8.84
2015;2;27;20;14;8.49;8.8
2015;2;27;21;14;8.67;8.07
2015;2;27;22;14;7.7;6.91
2015;2;27;23;13;7.32;6.23
2015;2;28;0;13;6.36;5.43
2015;2;28;1;10;6.09;4.74
2015;2;28;2;12;5.48;4.51
2015;2;28;3;11;5.42;4.4
2015;2;28;4;12;5.12;3.53
2015;2;28;5;13;5.85;4.61
2015;2;28;6;13;5.46;4.1
2015;2;28;7;14;5.25;3.96
2015;2;28;8;22;4.71;3.87
2015;2;28;9;28;3.63;4.75
2015;2;28;10;26;1.86;5.07
2015;2;28;11;20;1.62;4.85
2015;2;28;12;17;3.29;4.76
2015;2;28;13;16;3.29;4.77
2015;2;28;14;16;3.47;4.68
2015;2;28;15;18;3.55;4.17
2015;2;28;16;13;2.67;4.19
2015;2;28;17;16;2.68;3.94
2015;2;28;18;14;2.66;3.26
2015;2;28;19;22;1.86;3.75
2015;2;28;20;24;2.24;3.05
2015;2;28;21;33;2.07;1.74
2015;2;28;22;40;1.82;1.35
2015;2;28;23;40;1.69;0.8
2015;3;1;0;38;3.42;1.3
2015;3;1;1;36;1.85;0.46
2015;3;1;2;31;2.08;1.47
2015;3;1;3;26;3.19;1.39
2015;3;1;4;20;4.14;1.52
2015;3;1;5;24;2.51;0.75
2015;3;1;6;26;1.58;0.92
2015;3;1;7;15;1.62;1.69
2015;3;1;8;17;1.14;2.08
2015;3;1;9;14;1.21;2.3
2015;3;1;10;22;1.35;2.3
2015;3;1;11;30;0.44;2.43
2015;3;1;12;31;0.32;2.59
2015;3;1;13;24;0.74;1.01
2015;3;1;14;23;1.63;1.94
2015;3;1;15;26;3.45;1.79
2015;3;1;16;21;3.41;1.68
2015;3;1;17;18;3.4;1.14
2015;3;1;18;16;2.9;0.89
2015;3;1;19;21;3.07;0.9
2015;3;1;20;23;3.06;1.05
2015;3;1;21;32;1.96;1.07
2015;3;1;22;52;1.67;1.31
2015;3;1;23;57;2.17;1.27
2015;3;2;0;49;3.27;0.35
2015;3;2;1;45;4.37;0.74
2015;3;2;2;42;5.27;0.84
2015;3;2;3;40;5.28;0.43
2015;3;2;4;40;5.97;0.82
2015;3;2;5;31;7.31;1.66
2015;3;2;6;29;6.77;1.21
2015;3;2;7;29;6.68;1.08
2015;3;2;8;32;7.66;1.36
2015;3;2;9;47;8.2;1.95
2015;3;2;10;38;8.6;5.88
2015;3;2;11;38;9.15;7.8
2015;3;2;12;34;9.47;7.27
2015;3;2;13;28;10.01;6.66
2015;3;2;14;20;9.99;7.63
2015;3;2;15;19;10.44;7.78
2015;3;2;16;16;9.67;6.99
2015;3;2;17;18;8.63;6.47
2015;3;2;18;17;7.66;7.1
2015;3;2;19;15;9.01;7.52
2015;3;2;20;17;8.53;6.66
2015;3;2;21;14;7.91;6.14
2015;3;2;22;11;7.85;5.4
2015;3;2;23;10;7.24;5.17
2015;3;3;0;13;6.18;2.94
2015;3;3;1;10;6.44;4.11
2015;3;3;2;12;5.96;3.42
2015;3;3;3;11;6.2;2.98
2015;3;3;4;10;6.22;2.73
2015;3;3;5;12;4.85;2.08
2015;3;3;6;12;4.76;2.07
2015;3;3;7;18;5.07;2.08
2015;3;3;8;22;5.57;2.31
2015;3;3;9;25;5.57;2.55
2015;3;3;10;30;5.18;2.8
2015;3;3;11;30;5.4;3.3
2015;3;3;12;32;5.47;3.17
2015;3;3;13;18;5.39;2.61
2015;3;3;14;12;5.13;2.44
2015;3;3;15;20;5.07;3.47
2015;3;3;16;20;4.74;2.77
2015;3;3;17;18;4.45;2.7
2015;3;3;18;16;4.38;2.95
2015;3;3;19;15;3.54;2.57
2015;3;3;20;15;2.96;2.75
2015;3;3;21;14;3.11;2.54
2015;3;3;22;27;3.21;1.33
2015;3;3;23;34;3.33;1
2015;3;4;0;40;4.88;4.16
2015;3;4;1;38;2.94;0.7
2015;3;4;2;36;2.67;1.68
2015;3;4;3;34;3.23;2
2015;3;4;4;40;3.59;2.4
2015;3;4;5;34;3.82;2.57
2015;3;4;6;34;4.6;2.68
2015;3;4;7;33;4.51;4.25
2015;3;4;8;36;6.64;6.16
2015;3;4;9;38;8.1;7.36
2015;3;4;10;34;7.17;8.8
2015;3;4;11;26;8.88;10.89
2015;3;4;12;31;10.73;11.75
2015;3;4;13;27;11.42;13.39
2015;3;4;14;0;0;0
2015;3;4;15;0;0;0
2015;3;4;16;0;0;0
2015;3;4;17;0;0;0
2015;3;4;18;0;0;0
2015;3;4;19;0;0;0
2015;3;4;20;0;0;0
2015;3;4;21;9;14.84;13.55
2015;3;4;22;8;13.59;13.23
2015;3;4;23;4;12.53;12.69
2015;3;5;0;8;13.88;12.21
2015;3;5;1;8;12.38;11.37
2015;3;5;2;4;11.78;10.3
2015;3;5;3;6;11.17;8.81
2015;3;5;4;5;11.07;7.6
2015;3;5;5;6;9.41;12.72
2015;3;5;6;12;9.24;12.21
2015;3;5;7;12;9.47;11.83
2015;3;5;8;14;9.3;11.68
2015;3;5;9;18;8.45;12.32
2015;3;5;10;20;8.85;9.17
2015;3;5;11;24;8.18;11.71
2015;3;5;12;24;7.92;12.89
2015;3;5;13;23;7.54;12.61
2015;3;5;14;36;6.66;11.38
2015;3;5;15;31;9.61;10.76
2015;3;5;16;25;8.33;10.15
2015;3;5;17;17;7.11;9.52
2015;3;5;18;16;7.18;8.16
2015;3;5;19;13;7.35;7.89
2015;3;5;20;15;7.07;7.07
2015;3;5;21;18;6.81;6.9
2015;3;5;22;18;6.55;6.22
2015;3;5;23;13;5.91;5.01
2015;3;6;0;17;6.87;6.06
2015;3;6;1;16;3.73;3.61
2015;3;6;2;16;3.16;3.73
2015;3;6;3;11;2.37;3.01
2015;3;6;4;9;2.52;3.32
2015;3;6;5;11;2.3;2.33
2015;3;6;6;13;2.84;2.17
2015;3;6;7;20;3.12;1.56
2015;3;6;8;44;2.09;1.23
2015;3;6;9;51;0.49;1.86
2015;3;6;10;48;2.75;1.93
2015;3;6;11;51;3.36;1.58
2015;3;6;12;27;3.65;1.91
2015;3;6;13;16;3.63;3.57
2015;3;6;14;15;3.17;4.14
2015;3;6;15;0;0;0
2015;3;6;16;0;0;0
2015;3;6;17;0;0;0
2015;3;6;18;0;0;0
2015;3;6;19;0;0;0
2015;3;6;20;0;0;0
2015;3;6;21;31;2.48;1.65
2015;3;6;22;33;2.4;1.8
2015;3;6;23;30;2.62;2.36
2015;3;7;0;34;3.61;2.81
2015;3;7;1;36;3.2;3.05
2015;3;7;2;24;3.36;3.28
2015;3;7;3;22;3.7;3.23
2015;3;7;4;18;3.67;3.33
2015;3;7;5;15;4.02;3.41
2015;3;7;6;15;3.8;3.43
2015;3;7;7;11;3.67;3.53
2015;3;7;8;18;3.6;2.83
2015;3;7;9;0;0;0
2015;3;7;10;0;0;0
2015;3;7;11;0;0;0
2015;3;7;12;0;0;0
2015;3;7;13;0;0;0
2015;3;7;14;0;0;0
2015;3;7;15;26;3.17;3.83
2015;3;7;16;24;2.42;3.15
2015;3;7;17;20;1.6;1.91
2015;3;7;18;23;0.68;0.47
2015;3;7;19;23;0.09;0.4
2015;3;7;20;24;0.6;1.13
2015;3;7;21;0;0;0
2015;3;7;22;0;0;0
2015;3;7;23;0;0;0
2015;3;8;0;0;0;0
2015;3;8;1;0;0;0
2015;3;8;2;0;0;0
2015;3;8;3;28;3.57;2.45
2015;3;8;4;27;3.32;2.09
2015;3;8;5;23;3.93;2.13
2015;3;8;6;23;3.67;1.85
2015;3;8;7;24;3.75;2.22
2015;3;8;8;24;3.02;1.55
2015;3;8;9;26;1.46;0.41
2015;3;8;10;34;1.66;1.54
2015;3;8;11;28;2.81;2.45
2015;3;8;12;31;3.29;2.43
2015;3;8;13;29;3.03;2.26
2015;3;8;14;29;2.41;2.79
2015;3;8;15;28;2.31;3
2015;3;8;16;28;2.27;2.65
2015;3;8;17;29;2.08;1.23
2015;3;8;18;40;1.35;0.79
2015;3;8;19;29;1.96;1.07
2015;3;8;20;34;2.46;1.33
2015;3;8;21;41;2.43;1.43
2015;3;8;22;40;2.32;1.74
2015;3;8;23;38;2.21;2.22
2015;3;9;0;38;1.96;1.2
2015;3;9;1;43;3.19;1.92
2015;3;9;2;29;3.45;1.84
2015;3;9;3;25;3.24;1.86
2015;3;9;4;29;3.11;2
2015;3;9;5;37;4.32;2.91
2015;3;9;6;37;4.3;2.68
2015;3;9;7;38;3.96;2.65
2015;3;9;8;66;3.6;1.9
2015;3;9;9;62;3.17;1.46
2015;3;9;10;58;1.3;0.46
2015;3;9;11;50;1.93;1.21
2015;3;9;12;26;3.4;1.38
2015;3;9;13;23;3.93;2.41
2015;3;9;14;25;3.57;2.86
2015;3;9;15;32;3.47;2.88
2015;3;9;16;32;2.98;3.19
2015;3;9;17;24;2.4;2.59
2015;3;9;18;26;1.55;1.49
2015;3;9;19;28;1.23;0.36
2015;3;9;20;34;1.86;0.81
2015;3;9;21;46;2.2;1.92
2015;3;9;22;42;2.41;1.75
2015;3;9;23;39;2.37;1.71
2015;3;10;0;40;2.29;1.76
2015;3;10;1;35;2;2.54
2015;3;10;2;32;2.13;2.24
2015;3;10;3;30;2.06;2.06
2015;3;10;4;28;2.01;1.69
2015;3;10;5;30;2.9;1.95
2015;3;10;6;34;2.68;1.56
2015;3;10;7;38;2.48;1.57
2015;3;10;8;59;2.25;1.08
2015;3;10;9;60;3.01;1.28
2015;3;10;10;55;3.86;2.26
2015;3;10;11;51;4.77;2.11
2015;3;10;12;60;5.2;2.55
2015;3;10;13;77;5.67;3.46
2015;3;10;14;52;5.68;4.46
2015;3;10;15;52;5.07;4.28
2015;3;10;16;55;4.26;3.87
2015;3;10;17;40;3.74;3.53
2015;3;10;18;34;2.85;2.49
2015;3;10;19;0;0;0
2015;3;10;20;0;0;0
2015;3;10;21;0;0;0
2015;3;10;22;0;0;0
2015;3;10;23;0;0;0
2015;3;11;0;22;1.35;2.3
2015;3;11;1;30;0.44;2.43
2015;3;11;2;31;0.32;2.59
2015;3;11;3;24;0.74;1.01
2015;3;11;4;23;1.63;1.94
2015;3;11;5;26;3.45;1.79
2015;3;11;6;21;3.41;1.68
2015;3;11;7;18;3.4;1.14
2015;3;11;8;16;2.9;0.89
2015;3;11;9;21;3.07;0.9
2015;3;11;10;115;2.41;3.56
2015;3;11;11;84;3.64;3.96
2015;3;11;12;80;4.72;5.17
2015;3;11;13;62;4.94;5.75
2015;3;11;14;0;0;0
2015;3;11;15;0;0;0
2015;3;11;16;0;0;0
2015;3;11;17;0;0;0
2015;3;11;18;0;0;0
2015;3;11;19;0;0;0
2015;3;11;20;22;5.38;6.59
2015;3;11;21;20;2.64;4.54
2015;3;11;22;24;1.66;4.6
2015;3;11;23;25;0.88;2.59
2015;3;12;0;23;3.06;1.05
2015;3;12;1;32;1.96;1.07
2015;3;12;2;52;1.67;1.31
2015;3;12;3;57;2.17;1.27
2015;3;12;4;27;0.87;1.5
2015;3;12;5;27;5.13;1.66
2015;3;12;6;29;5.28;1.61
2015;3;12;7;35;5.83;1.15
2015;3;12;8;55;6.5;0.71
2015;3;12;9;56;5.86;0.53
2015;3;12;10;47;5.34;1.57
2015;3;12;11;57;6.78;2.59
2015;3;12;12;58;8.31;2.61
2015;3;12;13;56;8.36;4.25
2015;3;12;14;68;7.53;6.28
2015;3;12;15;70;6.81;6.46
2015;3;12;16;75;6.3;5.59
2015;3;12;17;40;6.37;5
2015;3;12;18;43;5.93;4.87
2015;3;12;19;33;4.36;3.63
2015;3;12;20;38;2.89;2.05
2015;3;12;21;49;2.53;1.71
2015;3;12;22;39;2.64;2.63
2015;3;12;23;32;2.66;2.96
2015;3;13;0;36;2.99;2.73
2015;3;13;1;27;3.22;2.81
2015;3;13;2;33;3.28;2.39
2015;3;13;3;30;2.49;1.78
2015;3;13;4;28;2.52;2.13
2015;3;13;5;30;2.51;2.93
2015;3;13;6;37;2.74;3.04
2015;3;13;7;45;2.93;3.12
2015;3;13;8;57;1.72;1.81
2015;3;13;9;60;2.47;1.09
2015;3;13;10;65;4.77;2.64
2015;3;13;11;65;4.62;2.86
2015;3;13;12;43;5.05;3.27
2015;3;13;13;42;5.56;4.05
2015;3;13;14;46;5.67;3.33
2015;3;13;15;42;5.45;4.57
2015;3;13;16;42;5.83;4.28
2015;3;13;17;34;5.71;3.63
2015;3;13;18;21;6.16;4.52
2015;3;13;19;23;6.16;6.99
2015;3;13;20;27;6.16;6.72
2015;3;13;21;33;7.39;8.31
2015;3;13;22;34;7.8;7.65
2015;3;13;23;22;8.37;6.92
2015;3;14;0;7;8.18;8.09
2015;3;14;1;5;7.13;6.53
2015;3;14;2;6;6.81;5.65
2015;3;14;3;12;6.26;6.14
2015;3;14;4;7;5.79;4.88
2015;3;14;5;6;6.3;4.48
2015;3;14;6;10;5.94;4.17
2015;3;14;7;11;5.47;3.21
2015;3;14;8;13;4.24;3.22
2015;3;14;9;16;3.86;3.54
2015;3;14;10;11;4.12;2.79
2015;3;14;11;16;4.87;3
2015;3;14;12;17;5.2;3.31
2015;3;14;13;18;5.67;3.59
2015;3;14;14;20;4.59;3.36
2015;3;14;15;20;4.45;3.73
2015;3;14;16;14;4.96;3.99
2015;3;14;17;12;4.96;4.02
2015;3;14;18;12;4.68;3.63
2015;3;14;19;13;5.06;4.44
2015;3;14;20;14;4.42;3.42
2015;3;14;21;10;3.89;4.64
2015;3;14;22;11;4.2;5.34
2015;3;14;23;15;3.3;3.68
2015;3;15;0;12;3.24;2.47
2015;3;15;1;0;0;0
2015;3;15;2;0;0;0
2015;3;15;3;0;0;0
2015;3;15;4;0;0;0
2015;3;15;5;0;0;0
2015;3;15;6;0;0;0
2015;3;15;7;0;0;0
2015;3;15;8;0;0;0
2015;3;15;9;0;0;0
2015;3;15;10;0;0;0
2015;3;15;11;0;0;0
2015;3;15;12;0;0;0
2015;3;15;13;0;0;0
2015;3;15;14;0;0;0
2015;3;15;15;0;0;0
2015;3;15;16;0;0;0
2015;3;15;17;0;0;0
2015;3;15;18;0;0;0
2015;3;15;19;0;0;0
2015;3;15;20;0;0;0
2015;3;15;21;0;0;0
2015;3;15;22;0;0;0
2015;3;15;23;0;0;0
2015;3;16;0;0;0;0
2015;3;16;1;0;0;0
2015;3;16;2;0;0;0
2015;3;16;3;0;0;0
2015;3;16;4;0;0;0
2015;3;16;5;0;0;0
2015;3;16;6;0;0;0
2015;3;16;7;16;6.87;5.37
2015;3;16;8;18;6.28;5.03
2015;3;16;9;14;6.15;4.83
2015;3;16;10;17;5.91;5.17
2015;3;16;11;11;5.32;3.81
2015;3;16;12;17;6.29;4.61
2015;3;16;13;19;5.67;4.8
2015;3;16;14;17;6.16;2.98
2015;3;16;15;0;0;0
2015;3;16;16;0;0;0
2015;3;16;17;0;0;0
2015;3;16;18;0;0;0
2015;3;16;19;0;0;0
2015;3;16;20;0;0;0
2015;3;16;21;0;0;0
2015;3;16;22;0;0;0
2015;3;16;23;0;0;0
2015;3;17;0;0;0;0
2015;3;17;1;0;0;0
2015;3;17;2;0;0;0
2015;3;17;3;0;0;0
